======== SWEEP START ========
+0.0010E-09,+0.00003E+00
+0.0012E-09,+0.00003E+00
+0.0015E-09,+0.00003E+00
+0.0019E-09,+0.00003E+00
+0.0025E-09,+0.00003E+00
+0.0031E-09,+0.00003E+00
+0.0039E-09,+0.00003E+00
+0.0050E-09,+0.00003E+00
+0.0063E-09,+0.00003E+00
+0.0079E-09,+0.00003E+00
+0.0100E-09,+0.00003E+00
+0.0125E-09,+0.00003E+00
+0.0158E-09,+0.00003E+00
+0.0199E-09,+0.00003E+00
+0.0251E-09,+0.00003E+00
+0.0316E-09,+0.00003E+00
+0.0398E-09,+0.00003E+00
+0.0501E-09,+0.00003E+00
+0.0631E-09,+0.00003E+00
+0.0794E-09,+0.00003E+00
+0.1000E-09,+0.00003E+00
======== SWEEP END ========

======== SWEEP START ========
+0.0010E-09,-000.965E+00
+0.0012E-09,-000.880E+00
+0.0015E-09,-000.814E+00
+0.0019E-09,-000.749E+00
+0.0025E-09,-000.671E+00
+0.0031E-09,-000.582E+00
+0.0039E-09,-000.473E+00
+0.0050E-09,-000.334E+00
+0.0063E-09,-000.163E+00
+0.0079E-09,+000.046E+00
+0.0100E-09,+000.189E+00
+0.0125E-09,+000.197E+00
+0.0158E-09,+000.205E+00
+0.0199E-09,+000.212E+00
+0.0251E-09,+000.219E+00
+0.0316E-09,+000.226E+00
+0.0398E-09,+000.234E+00
+0.0501E-09,+000.241E+00
+0.0631E-09,+000.248E+00
+0.0794E-09,+000.255E+00
+0.1000E-09,+000.263E+00
======== SWEEP END ========

======== SWEEP START ========
+0.0010E-09,+000.128E+00
+0.0012E-09,+000.125E+00
+0.0015E-09,+000.129E+00
+0.0019E-09,+000.135E+00
+0.0025E-09,+000.145E+00
+0.0031E-09,+000.152E+00
+0.0039E-09,+000.160E+00
+0.0050E-09,+000.168E+00
+0.0063E-09,+000.175E+00
+0.0079E-09,+000.182E+00
+0.0100E-09,+000.190E+00
+0.0125E-09,+000.197E+00
+0.0158E-09,+000.204E+00
+0.0199E-09,+000.212E+00
+0.0251E-09,+000.219E+00
+0.0316E-09,+000.226E+00
+0.0398E-09,+000.233E+00
+0.0501E-09,+000.241E+00
+0.0631E-09,+000.248E+00
+0.0794E-09,+000.255E+00
+0.1000E-09,+000.262E+00
======== SWEEP END ========

======== SWEEP START ========
+0.0010E-09,+000.088E+00
+0.0012E-09,+000.106E+00
+0.0015E-09,+000.121E+00
+0.0019E-09,+000.133E+00
+0.0025E-09,+000.144E+00
+0.0031E-09,+000.152E+00
+0.0039E-09,+000.160E+00
+0.0050E-09,+000.168E+00
+0.0063E-09,+000.175E+00
+0.0079E-09,+000.182E+00
+0.0100E-09,+000.190E+00
+0.0125E-09,+000.197E+00
